Patch_Length_mm,Patch_Width_mm,Slot_Length_mm,Slot_Width_mm,Substrate_Height_mm,Relative_Permittivity,Frequency_GHz,Gain_dB,Directivity,S11_dB,Bandwidth_MHz,Radiation_Efficiency,Impedance_Match
55.44898334173568,46.60955964313254,11.483734374509813,6.904516434342849,4.375348455992419,4.431618051821314,3.7504254698499992,9.73774794857955,8.952237418976075,-13.071815082381882,63.432649999384196,77.72717452805726,51.158285381385
38.185215412814955,46.10076402878232,10.340105066949388,7.566989951628802,1.4452819828268573,3.806696149907695,1.7957567295243946,9.876889198773448,7.46935556091192,-9.807464359041186,36.94770464540668,63.17668594665928,50.05362744041018
30.492358700254055,38.52856483674688,6.4520451854670515,5.788753902918204,2.9918546651048334,3.0582176942421677,2.7650172399292026,9.945861431691473,6.77245776564715,-7.418613107579396,79.41358066939137,67.08306271674631,50.34804842593761
51.79925595986637,41.2062643318415,13.790074945466431,11.734924615155261,1.4746373928267573,3.514974328137342,4.365211502403257,10.21076805965166,7.684633264187124,-10.721043345651577,20.0,74.05450389697373,50.397909981210816
50.82024405483121,25.151205785256415,13.316417137983501,14.834212766178842,3.709904127488901,2.184622001144173,2.83338992407771,10.452446026200223,8.311643425907135,-10.22559764879151,20.0,83.4303548438817,50.256659439180936
43.204628132782105,41.3331037442109,14.821342254330462,3.4552764317334788,1.008526342341796,2.8478268762048717,2.248536344388714,10.279783478655444,7.8861665971746495,-11.115540065366636,69.22860442206601,71.39116923677989,51.21008790241674
47.59208225215919,34.05156036568708,8.44670436721114,12.962132641775133,4.439816094281364,3.9584480022736814,1.8621614694775492,9.63457527081053,7.595686967249259,-11.623748034574003,20.85264361726168,77.42064386642554,49.91785458049141
39.834545872982886,45.714748733958416,11.48716246143584,13.06930958927232,1.5513312770551084,2.1363933034501956,3.336560515835189,9.594734715208764,7.195793342480294,-12.107349428350258,20.0,68.80864876712889,49.79724069673776
31.87879895612946,43.96122384632698,15.885350854623951,10.80850557010672,2.539399691444937,3.610279753518622,1.1564975557942447,9.861626214497358,7.2597104701857615,-10.649188267882195,20.0,64.14564812021035,50.0761227374384
39.51468066564936,41.029583910638245,10.702926683296031,10.365497960675802,4.314557324608323,3.6227941342391725,3.523878459154809,10.81010968760468,7.480085096148836,-8.951220497755841,38.711315158872196,67.81745282172626,50.08589641079101
20.61508216910985,21.830209076611638,16.237629015530942,13.28923645225415,3.538988876945284,2.3116754657160388,2.1384617483862773,9.777641820062989,6.506689029868566,-10.740329618525546,20.0,67.76980430905338,49.816356355713104
25.999661707995013,42.983197840564614,11.233390896150455,9.29100441980866,1.2618028786962516,4.071500384899749,3.6784097266985234,9.77363551057711,7.061609918715396,-10.085742431951815,20.312501343999156,59.41308415499856,49.95817583392025
26.380960974702568,27.558807172937847,11.71019943388996,14.160334093604924,3.4737812967744937,4.377250308076102,3.1869176827858716,9.587901840842159,6.2977709113539655,-11.433211271058484,20.0,68.95102937068788,49.86523889849528
50.15130835488357,28.721818774635523,15.09046972816715,13.388512157502054,1.9856409213468007,3.3325365832626677,2.477094313304729,9.612892448041393,8.08696197582947,-8.919085401899991,20.0,79.74123519922288,50.621883203538914
34.63989148240457,46.95898751107984,17.244269164339034,8.038941524420592,4.782050889344836,3.365487699328264,2.1122944943183564,9.68427841770241,7.8414178793994695,-10.065556364943244,74.0323655222266,63.29488428648694,50.196317430641464
28.40255589096058,40.47970142414891,19.64559839195338,14.118873106234123,2.197853635193408,2.6773301741273112,4.2756448924471595,10.44348411725351,7.523089901394629,-12.704490965807954,20.0,63.45818749580963,50.14213563161237
49.16914891580582,46.135264279600804,7.086386320425045,7.305259643822589,4.5776837910804336,2.8721604796988824,4.163048242256827,10.746444786345364,7.868844430735158,-12.270077567595303,72.0198693075288,67.2715840730446,49.606292866263836
46.101702857487275,39.022941350398966,6.957953750060318,3.425275936602586,1.02604215671189,3.12460207766257,3.485170426997883,10.081460353037983,7.583158156899463,-11.368812614823257,89.43934925391267,77.33909216851208,49.81502975094984
36.632690094690105,32.705830968884264,19.989969910183945,3.539903322847641,1.8182223863476503,2.2339980303829887,1.8844716885593207,10.112642133049697,7.624120605220518,-11.836759339298847,77.30108860866147,75.14759409046977,50.624937597030716
36.81800247550179,43.93373703289754,7.2043869223945975,3.8970865340706062,3.178067549699804,3.7317473679294633,4.454240502433364,10.148551815939099,7.5834464345941255,-9.826891245912561,94.57962070090241,65.61637470611163,49.84762803833226
51.51502495334607,41.77450596177806,7.016415774342834,12.368783384834469,2.5150866289762237,3.4148619427104463,4.6979014342989664,11.463226655666729,7.710781904686789,-12.368372362166108,20.0,73.25389621301053,50.53161893226615
23.52015694185823,42.264288644835354,7.69976738190606,5.096149140066451,2.231848427215881,3.0017626494413276,3.5477788096318075,11.072318224749464,6.732990706659166,-10.294694195759545,74.07691364858734,58.201156749054476,50.25562384338448
34.82207623185693,49.08920406569534,5.650307417013712,14.240636114975828,3.751791269220826,3.03726739476335,4.2019029890495325,10.85220821999024,7.077833764498793,-12.031553663838565,20.0,59.966039555779886,49.817063311184825
36.83808586436711,43.34489198239349,8.201611123541603,3.612598324319377,3.520784196780871,4.069791450556503,4.4121367387037695,10.159972688872568,6.9864261544711805,-12.746638147269904,88.64271856577271,67.74382758808059,48.7609680798104
45.361657073333234,48.225081869367,11.78700665904071,6.483328371207838,4.775714952151304,3.001772739939138,2.1246298745067747,9.461324717678263,7.8636407063829195,-10.753541797840102,77.98398080202821,68.89322935893577,49.914329607866314
57.00088374459954,28.67168566374631,12.571666884144708,7.280224382266205,2.437775919381097,3.1365152072428324,2.2963931938374937,10.622322495819235,8.52279260015975,-8.331029732885039,53.34200246125068,86.06909918586835,50.153645606079216
21.97460985135246,36.212143217318825,16.88325262631641,12.278780702192456,2.9691344602393226,3.7315987931419583,3.7013754712179954,10.590520671670147,7.598240573841925,-11.965022403584287,20.0,62.2993612204658,51.08598953307797
35.06536025992212,30.486807027828156,18.341147529249028,3.838592954938355,2.431706227749907,2.870541290740641,3.6690054085500874,11.224915057550264,7.447745173344045,-10.652455476216714,85.88192224427414,73.20704675501939,50.354417075871
47.39907971014882,20.593714898440336,16.965154161256088,9.945118755538335,1.4181680390811242,4.385374674862036,3.186530712293221,10.888177570786285,7.998128952779944,-9.993969756324333,21.138895232114407,85.74780678790228,50.36370593790077
36.551739198364814,23.8630243750517,8.164925738660962,4.003925623361864,2.115896255665517,2.494683325065392,1.179518760595906,10.758941441927051,7.303563731143586,-10.595707964777697,79.24746526533646,73.49129017522063,49.73596988302921
31.970277667101506,42.32557149175457,16.08775972371757,8.92052494192727,3.6046757801846265,3.413873021950174,4.7286469120062735,10.172231067345395,7.500541413760754,-13.15666904434726,47.98386825286961,65.188129318859,49.87507893956466
56.28271218594063,31.89267049192479,9.108425187781208,7.105569087682961,3.258223382619956,3.9800149821444215,3.1169107170835137,11.2377635313759,8.406669574073879,-9.322607299030507,55.850173110586645,81.07204262017788,50.786781948419886
58.29380366794014,43.10897165479463,8.414746070001364,7.029783264210208,3.5503443769691407,4.029887835457895,3.0175388170271664,9.265689065438293,8.38796968445835,-9.594786820608963,68.70807897253381,78.70457883943341,50.5999650404443
31.763588673566225,45.1579014180991,11.662512100701528,10.610481743820035,1.755120734139389,2.998169737637114,1.024862157514792,9.757791500192878,7.131522990316937,-12.049731127606975,20.0,60.68264381536209,50.51649278730763
23.76809941994391,42.748385203640424,16.069302969076695,4.217142635336133,3.495309636908695,3.7926006793223284,3.8174202323448965,9.985346948800025,7.003617241003219,-11.224031696448295,93.37224436510375,57.317263410221926,49.603135845756505
57.62166404748437,48.53236518207355,14.224316178377814,10.008940242242735,4.890092617572638,2.305342036414042,4.2941565614375055,10.465568172471853,8.63089310663413,-12.90241140124192,34.6625420943129,72.9808899039883,49.69801063899461
52.816313784576245,38.22167715250029,14.550603328266945,11.893507632239725,3.9636922325792927,3.396336940620259,2.6703589033048805,10.206814871516286,8.286344342204645,-9.798111846690967,20.0,78.5544348522171,49.72110431222406
31.378058217216708,26.875095332726595,16.042344988750493,4.890152245755698,1.0613193744714184,3.3813120558964105,4.735614865786354,9.901628830836996,7.243070203023532,-11.405945541266846,62.71321630141257,72.59963493582244,50.604588297283826
41.23747226883582,28.41614701180152,13.713770520308628,13.818644711246368,4.270512455183097,2.718381443165605,2.5003894447022845,10.185879114391001,7.4022905933780425,-10.003981864385285,20.0,77.28812545454277,49.14554094571893
26.83194210380103,44.135045682857694,5.697258961917112,10.16976438229284,4.53655640526263,2.620047099554105,1.5790488143007395,10.036892927887527,6.481815754431801,-9.71481793840016,51.585683735321,62.84586588964425,50.62508134757225
22.650034574100246,41.92096195271586,14.134386282776012,14.435584589739287,1.1824530078327378,3.346269677973498,2.1848562264611515,10.218104204198509,6.924196578494175,-8.119304798177117,20.0,59.936497871499036,49.7514559439588
22.010548677232574,49.1724743912946,7.233460238522806,14.852435692350266,2.0882516633731725,3.6232859900762184,2.813348172333821,10.711242631079264,6.120099710753179,-9.483008510433422,20.0,57.659648094380394,49.289705086109386
40.77487623903391,45.737342909476865,8.877724020561306,12.246362933126093,4.881418087821173,4.299904691515079,1.5628546346132541,9.561977386620637,7.775147102609035,-10.748879762433791,20.0,67.72508543044191,50.19716511315741
38.833180991574295,33.99072941093419,8.601085966833992,10.613468031644766,2.619334940636415,3.4595240720605815,1.972382590031141,10.275010249145781,7.50666895413814,-10.739427723158496,23.74675165846348,68.06779278810431,49.093210804953344
38.162894310859905,30.898412249304783,7.810656634497539,4.277303920040797,1.9437149854741422,3.3889081260724665,3.082824030041269,10.309758480641989,6.970221289218757,-11.250372643963122,77.47767992782506,72.8893047165558,49.81510784761529
58.59315464235806,45.565992512492656,13.050325006343241,4.391717345326464,1.1250572799233338,3.9174277623817777,3.5768786690162804,10.16195379950773,8.725093465266566,-9.665715116440847,58.079476827226976,77.20936471305728,50.28118605062554
37.39512679646455,21.091430258057187,8.66748780564613,13.504360598193104,1.4912238654689678,3.6541844030342556,3.916844424861868,10.443613036542878,7.563214323655716,-12.461791156946784,20.0,75.89422744744844,50.07446194699086
51.450494404596796,20.0314734466265,16.303067785768523,13.444070158941614,4.643464101990913,3.688748000247607,2.8358483339254303,10.184277056619068,8.25395671454025,-8.748374650173965,20.870752495571843,82.89290682668977,50.226684643748065
40.55164693140703,26.987410554898208,12.56106211562393,11.426810280312141,2.6640055651791905,2.933831970300534,3.3167992904669723,10.279168530681291,7.69339532629093,-10.050734907289579,20.0,74.92329003334562,50.56643735213988
57.119270980398476,20.76820372020257,7.4362387002293575,14.344594105345873,3.1543149168546782,2.045574994811923,1.618794183567335,9.666303280111267,8.400233416428911,-10.122231536371007,20.0,84.66242749499244,49.54742106751567
34.19450177142369,29.550359429242622,14.481717937534478,3.7706991864722865,3.547214649147635,3.9376576450217415,3.8642221138244826,10.843364123532533,7.314940737692485,-10.585752725202079,89.62997420024553,76.37968192538347,50.5501511499434
27.639114052688637,28.970740771120873,19.60400146165614,9.92720854374387,2.3143174632752883,3.0940223137470486,1.9971005514830216,10.270238649635056,7.708117843245562,-9.731958103635092,24.514058789470383,67.10842248916332,49.580231146778786
23.680397894587898,35.88315962414386,14.069747167867662,10.789777570519803,4.0097245582112535,3.850785657982211,2.99144673811711,9.95337623660748,7.346849148592926,-8.77812424249756,32.12474335642175,62.187800097821416,50.84977459057078
22.804743124899552,47.47831262743946,18.07875156433986,9.12167415924214,4.13709864729069,4.086694672903315,2.878783916712353,10.387133379081178,7.794943516982643,-9.700161383659522,54.49037177832278,57.851752334021086,49.828593572554226
37.59257493345516,42.62351680578476,17.11985895094071,11.87608432763398,4.727271962714752,4.299254650262198,3.8859092944284046,9.920136173258104,7.370984183163387,-9.743430386574502,30.187023128374115,68.81156012761735,50.10877344353226
48.81944411403081,31.751020945429172,13.511637173207847,5.4784819762197445,1.2937449801078884,3.7483003654255507,3.805996905984317,10.44437549552653,7.697950050687654,-10.07287611393335,53.73280905025259,81.00020811008955,49.68925006540212
25.282033068316565,29.805048203097407,16.151537851007834,14.284531463184855,3.85746707947735,3.7514870465269983,4.880577128213474,10.591676044316223,6.541808295643006,-12.493989160556882,20.0,71.27074555303216,49.83863340308811
58.21042158802662,20.67323859473069,14.906772689566655,13.934278243030034,4.20063779508043,4.47724772272023,4.1552254426382245,9.191660421214763,9.482188161079327,-11.242278601604568,20.0,88.49177522293088,49.47537657920369
36.14311342046223,33.530848886637166,6.354194839339981,11.904525414721805,3.4070874344188464,2.5618611880447952,1.8920207052487341,10.160842638741,7.134625859761206,-11.186086816851025,20.0,71.4332203000395,49.153300873208444
37.16258046105483,40.173037665569396,5.672399607061552,11.371047071456818,3.8697777088105227,3.91144596817397,1.11089835063606,10.271372227510913,7.224376624465665,-9.95023736254768,30.6408970708095,72.75669775535503,51.16456540894645
21.83293322627254,33.01006581561698,18.88878255714473,8.93841356469015,1.8260284278543004,3.742527787103467,3.2019354500596897,10.008372364693965,7.417822165352382,-12.312744874750418,37.17947257697439,64.59482061759384,50.20352598184081
36.425381583140066,37.71703024807967,8.062862247501439,13.139104749110773,3.672657457607045,3.5600985160259015,3.3200082262992225,10.685311239302155,6.917438520064791,-9.912518270042156,20.0,67.3723838139245,50.18127431713287
22.553443844734918,30.374165072866177,19.82418235537388,4.343532317516453,1.332922864493495,3.3397576007756116,1.7935698610953064,9.37924367963567,7.442426709813698,-10.268341564731204,61.81371043777248,64.5473060268522,50.294049193134
28.720050208913772,22.020631915603527,8.934986109163948,8.939368631623545,3.9185170873708866,3.827347198817195,1.13083380642371,9.852863008553113,7.254695092427698,-10.398519900624628,49.1799308200659,74.991306148622,50.07137683388712
43.61580752168427,47.70172390813662,10.12595427101838,9.320090144293886,3.3833507502491726,2.5163773755555576,4.088579877635043,10.135288413137586,7.492740449417692,-12.220294983911279,33.173476860062195,65.99577103390462,49.85463407863065
52.782787177291645,48.89553612946606,10.514988526830193,10.323657867722373,4.7328235861654795,2.044082685277034,2.4405461900758865,10.501291752736742,8.668141609757555,-10.005898901161185,53.98546640953817,71.0964890237475,50.63162622176064
30.83185939585831,33.25551852751248,18.7979747176245,8.272944233922098,2.7846773712612167,2.0636034116919637,3.629516000431911,10.183582472885915,7.267898222978828,-8.178767498538019,53.79688705841558,69.95866179200368,49.556776407124744
34.97370834181483,41.68313240298573,19.51073758208212,9.965871133455806,4.774880554107371,3.9237028224303234,1.5247877439789579,10.74211488758999,7.572546961277192,-9.677001365732725,48.063520585013535,64.9622101162459,50.501458947117065
42.048196036942116,27.33976640932098,18.67261779064092,10.43703234205677,4.55063292104651,2.107429913405021,2.6721953068271707,11.075183099944033,7.81686167114033,-9.38207003774237,43.54910889728868,76.37939241279648,49.19308561788403
41.387896733714946,38.58327064672644,19.268122115757926,3.3922081580522785,3.71001924723252,3.4083920947220903,4.683125860024223,10.92636760287014,8.196842083480417,-12.710452411021713,99.10242227963649,72.59132792056832,50.1777262208166
20.886060574985553,32.45777506267824,5.467227426139994,6.712605250152471,1.1384006954200272,2.2742552456309992,4.4266251163167265,10.295072814531851,6.238074507286773,-10.964902238838963,44.80804178503044,64.07017733422146,50.81714917125635
21.172518987760007,37.5258360487291,12.346090044371696,13.54081542993132,3.63932184831925,3.1706913664832834,1.5543811754494614,9.804266972134508,7.017151176680242,-9.277395716509577,20.0,59.77908861636685,49.63047342496858
56.67770206249656,23.13762960345344,10.102443679401606,9.334218615525801,1.593226491311715,4.236687339986654,3.4826948391431487,10.582534900957887,8.417127993863495,-10.444863884314985,24.17698916568838,86.80996715055444,49.45292591094504
40.08268119446824,32.91744962719239,10.187595131596822,13.958811148803452,1.9340872715498652,2.0510309137155427,1.7628359753254004,9.899128213994668,7.603170594768659,-10.230069455547527,20.0,73.4118236168115,50.16418257487244
40.812303019492845,29.09333218008946,8.83864508385586,5.617553044918505,1.6466911025881519,4.340080087219001,4.850146383266125,10.213200682215794,7.284349890618146,-12.444091890762179,51.845522858756674,79.08008035908901,50.26907329094496
48.33122989055007,39.825941795898956,12.556594097553464,7.483352046538709,2.5689337000570807,2.582852415237744,3.944070392846712,10.029085709877004,8.548580675697732,-11.86415150896805,43.88360485420445,75.28001846345109,49.967289811187264
25.24138924420582,30.25422781181524,10.652844215451573,3.3649278972935304,1.6136520872640951,2.7293230081541795,2.2583030488400064,9.866966782176965,6.562296837212166,-9.848628599650661,82.88059225969654,63.8843981608068,50.2091276215365
39.37541754988208,48.91897692300716,18.66463899847577,9.973175938383553,4.926151180348813,3.0457982088841007,1.9278233046560231,10.528688185443432,7.215633014122376,-9.547744839433244,58.144284378819094,65.66559680604831,50.776620768128204
24.554082061901727,22.788025786945486,15.707311272362768,11.720897217899108,2.843763301041079,3.2175377855083935,3.7124905934148384,10.995477664483934,7.140375046903678,-9.503548218098498,20.0,73.02389688188093,49.892658773975946
51.314559797583534,44.968826644127944,17.288136832522476,11.786233040530725,2.1786330747363767,4.396776939234616,2.2277800571572546,9.787021898492158,8.330715788468249,-10.727820586227102,20.0,73.3636792308372,50.32527645051077
49.118562595122924,41.892261718852794,17.65520397340773,12.702056189566662,1.5087839682088364,2.4626521213385835,3.9555060412359433,9.950643537105645,8.27819867250256,-10.237590958571658,20.0,72.38393928083741,49.80756133341807
35.77341036141391,48.611884740382465,12.15780612658051,4.328660930710889,2.2540122138528185,4.115007371629375,2.4658337955011125,9.988122059993245,7.758210835466556,-10.413651322225377,82.72485233846238,61.28069470077772,49.40787437598821
43.07239780426677,48.6242438701089,6.852820449131028,3.4194726183148005,4.298353422529855,4.433733902903189,4.998337544975152,10.256673395157252,7.1865689406301945,-12.046200142520945,100.07847016708068,68.4026498103867,49.79121442365363
37.31818184037756,39.31011974203289,6.221033621203899,14.524096435153778,2.1348014086508575,2.6777136716583065,1.0219698792306344,10.811315996314688,7.264879872002357,-9.964802993106527,20.0,69.46545404068956,49.594590020124166
43.94120865974887,27.743983979104314,19.099232289911697,5.251860448749582,4.323730079433933,4.086345449583327,4.2801627510235445,10.368143021431857,8.284065850595619,-11.295756445127934,91.77614154402238,75.66313521593844,49.96410464289769
37.98998781730775,31.24623766234534,9.498035210973327,4.233707719769019,4.076775110839755,2.495348543319805,2.714051628935166,9.99085752252553,7.364884110402062,-11.956802644436001,98.48052866017535,75.0937339216567,50.96116483477286
48.89528977403508,43.24550973165665,5.211827963203515,5.0247231545420945,2.4014339337229873,4.223842272311089,4.8326742618748515,10.008514327232394,7.618886514997565,-10.95576632478367,70.59977111284333,72.7271808955161,50.35603149014868
51.69946808994497,39.997271232665014,5.465095518677841,3.182659554020695,3.6382631908397793,4.4255392317168045,2.443134522657218,9.892942215254143,7.536085100039893,-8.999852639795677,105.04674281904312,76.62496867826732,48.625798007327354
35.448535791319415,47.06776230279357,5.072764285389456,3.9249669955596493,1.9554954839605565,3.04922863900558,4.017500039390499,10.03441089654013,7.586052809760314,-9.769001741049879,82.69412434610021,65.38907355669353,50.116059195498224
22.64538419052645,48.84527723350803,19.065628263225616,12.14910422212074,1.5886486204657344,3.03350313978183,1.231051170728469,10.920105699449861,7.467592038176897,-9.571192461612556,20.0,57.586878847960605,49.487496375279164
20.506682757095565,28.178375337922095,12.76288695350012,13.461408641576643,3.1419547806529406,2.0113418228228452,4.861980899718257,10.63180750224987,6.422806056414864,-12.550160154318812,20.0,63.45952849157819,50.295079105649826
33.164305591717714,25.52440693782397,15.310414870508907,3.3709779510258313,4.795495439794583,3.8576107860286655,4.662675395851249,10.524441487494348,7.803763463830432,-14.1984255867225,116.31140205929532,74.25215594461339,49.51806097755518
49.139785483961916,32.33002785840272,13.276584820180146,14.585019858135992,2.8840139819563912,2.07291245561324,2.6906503090243206,10.575566229300081,7.594548843548428,-9.318893482728228,20.0,75.7934593986919,49.91585336505848
33.03314582623344,26.237868305001832,16.60104020103651,7.489956753147579,4.718674948628788,3.535000263809002,3.4844724838326684,10.60456584814355,7.140876632642917,-12.00265430585266,72.67208502617878,72.03770115354934,49.6569180599621
55.9866183032502,30.78197849372541,12.929064859220613,9.771732116880635,1.8859124411435104,2.2815124906227027,1.1283013916439764,10.605430745034981,8.68708036370818,-11.86680588384854,20.0,82.3853275757454,50.930925645428054
33.92620678922212,39.51416877121086,5.938451363666518,7.725149292242074,3.6973138949957742,2.8584833718604767,2.7806757753801454,9.400388570179038,7.10610194784535,-10.1345291923658,58.752854468707085,69.46125473283008,49.985952554111044
20.364463396220916,33.522621193335446,16.431512852145758,8.392471210737451,2.400005750479259,4.1454245014479945,1.1415671628234199,9.57630720211815,7.065256411718115,-10.116913815080055,43.576999019717896,65.47079943596295,49.60219817590714
34.896348319864934,38.16163966491486,9.006750313000733,8.788944460600467,4.487706212459486,3.8861293671180186,4.4115646501504795,9.67102550633833,7.524314891080116,-11.107226874632493,51.326271865051304,68.47068126271465,49.85952312317125
38.627269508874846,33.80282222226194,14.168210220209613,12.431099933364365,3.0743652112934625,3.9908915681410324,2.1566151662493813,10.425738361579237,7.784860502668377,-11.001041499291771,20.0,73.19035943948472,50.622368937281415
33.572380802654806,36.305966696476645,7.5759515247371585,7.130721367351361,3.3875070508468204,2.958074807118684,4.170158893771153,9.583924228819862,6.858670194798612,-11.97749359361051,59.33637460091128,68.10410714450632,50.14906389749503
50.58419861300568,39.48143822154729,8.597410768004377,9.766943834761692,3.010779530072384,4.343916609774556,1.4067843069833215,10.216055272313588,8.054253233280278,-11.178372124048197,35.446659743021726,73.58808362457947,50.5634214221846
57.236256808022986,35.603451408100895,18.3801467376978,8.332053627424854,3.2954835943145606,3.7244780552301346,4.95337405902387,10.271125774339717,8.971597964675977,-12.13468394467632,49.88185435620164,80.31112636920348,49.454422652087594
42.64281961519547,43.70884866821583,13.581836255446571,5.157135072245416,2.0126274578934753,2.4546833623837547,4.653447249139795,9.714273061250731,8.03505060967962,-11.795035116751002,64.080382303632,69.66337998417832,49.13127308068032
30.83160319917856,30.108645354412293,14.878314919984879,6.057023006035466,3.9130022892352287,3.7325529582730566,3.434961260519891,10.410954188804133,7.095865807296338,-11.517516260039727,80.09130844589828,68.38542147697822,49.23352142852038
54.75882483870466,43.76241448140388,14.53106036978922,14.199932095476203,2.020663179806206,2.783373182908907,4.192250019561269,10.216507576881115,8.976361911046999,-11.407827026734832,20.0,71.04018115201545,49.8202960557642
36.842114415473105,23.38200369692306,6.733803534375935,5.170239544008643,1.979380093629926,3.1369839905051444,1.3814033995984767,10.798766289616196,6.436574577863432,-9.918879178594363,73.96039047040247,79.01773417838358,50.31931131838793
38.56255910217331,43.06715183469613,7.8514274413348595,10.810210916774203,3.103823649143131,4.23276972267263,3.540425214037171,9.440778500979564,7.59965492335252,-10.362012976808467,20.252221159839625,69.71936927610959,49.5188995060771
23.089718901841042,33.86494685870331,6.669651978035929,5.8257475116188875,2.4858549973070896,2.267495650975017,2.423663932696865,10.674083823711815,6.571109299515717,-10.8644602841046,64.69284329041865,64.12693376431943,49.35556675195673
35.132459349432,46.137153714925645,7.635988572290136,10.91596636545995,4.943257862784371,4.30839880367268,2.9846772765357126,9.700851810792576,6.944384600057301,-11.351857883058589,42.245256137438886,65.45028126552059,49.88455984501261
59.35944155208245,49.29564968082057,15.898084774824673,5.49546960716518,1.1815760061699088,3.1788342484850696,4.83343752916507,10.416073277265067,8.945642092218213,-11.832775272907643,65.76377121731873,76.2689227563816,49.84548779447513
38.2048948753418,28.177509269614628,15.01275070100565,3.4412494141459344,3.3393851418434193,3.113934893798871,2.7418972632395557,10.299908756949492,7.6551323175550055,-10.255897908798204,93.42292204900889,75.38025980850846,50.15934203298533
